customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04195,Male,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,45.32,3060.97,No
CUST-04196,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,100.79,5826.06,No
CUST-04197,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),36.71,940.78,No
CUST-04198,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),89.85,1315.52,No
CUST-04199,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,98.03,3337.21,No
CUST-04200,Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,53.01,2750.06,No
CUST-04201,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,52.23,2242.99,No
CUST-04202,Female,0,Yes,No,26,No,No phone service,Fiber optic,Yes,No,Month-to-month,No,Electronic check,75.78,2012.55,No
CUST-04203,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Two year,No,Credit card (automatic),106.13,5030.33,No
CUST-04204,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,One year,No,Electronic check,42.39,1547.73,No
CUST-04205,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,114.13,5718.52,No
CUST-04206,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,79.91,934.73,Yes
CUST-04207,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,119.21,477.44,No
CUST-04208,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.96,1381.62,No
CUST-04209,Female,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,32.66,1764.71,No
CUST-04210,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,102.66,118.66,No
CUST-04211,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,106.48,7037.35,No
CUST-04212,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),64.55,1932.37,No
CUST-04213,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,No,One year,No,Bank transfer (automatic),91.41,259.52,No
CUST-04214,Female,1,No,No,21,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,106.76,2273.56,No
CUST-04215,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,24.31,1163.5,No
CUST-04216,Female,1,No,Yes,62,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,77.4,4778.64,No
CUST-04217,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,105.35,4027.05,No
CUST-04218,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,59.82,947.87,No
CUST-04219,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.24,2658.49,No
CUST-04220,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.57,4567.24,No
CUST-04221,Female,0,No,Yes,25,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.58,1276.28,No
CUST-04222,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,20.32,412.25,No
CUST-04223,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.96,583.48,Yes
CUST-04224,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,79.21,5488.99,No
CUST-04225,Female,1,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,Two year,No,Mailed check,101.95,4776.25,No
CUST-04226,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,102.53,7032.39,No
CUST-04227,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.64,486.89,No
CUST-04228,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),37.09,751.86,No
CUST-04229,Female,0,No,No,23,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),51.11,1176.97,No
CUST-04230,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),52.07,3336.67,No
CUST-04231,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,85.88,5735.29,No
CUST-04232,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,82.31,3331.02,No
CUST-04233,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,69.46,603.18,No
CUST-04234,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer (automatic),41.13,2162.35,No
CUST-04235,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),58.2,3521.54,No
CUST-04236,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,74.36,4811.33,Yes
CUST-04237,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,66.8,270.27,No
CUST-04238,Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),32.73,1781.62,Yes
CUST-04239,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Electronic check,84.95,4632.79,No
CUST-04240,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,27.31,1026.57,Yes
CUST-04241,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,57.82,3214.67,No
CUST-04242,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),91.0,5425.36,No
CUST-04243,Male,0,Yes,Yes,69,No,No phone service,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),22.0,1508.45,No
CUST-04244,Female,0,No,Yes,59,No,No phone service,DSL,Yes,Yes,One year,Yes,Electronic check,77.0,4506.85,No
CUST-04245,Female,1,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),53.45,176.85,No
CUST-04246,Female,0,No,Yes,65,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,20.88,1343.19,No
CUST-04247,Female,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,39.04,2368.49,No
CUST-04248,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,114.09,5865.54,No
CUST-04249,Male,0,No,No,30,No,No phone service,Fiber optic,Yes,No,Month-to-month,No,Electronic check,72.11,2119.33,No
CUST-04250,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Two year,No,Credit card (automatic),119.72,1338.02,No
CUST-04251,Female,0,Yes,No,39,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),72.48,2854.58,No
CUST-04252,Male,0,Yes,No,63,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,74.39,4609.2,No
CUST-04253,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,59.18,3803.67,No
CUST-04254,Male,1,Yes,No,61,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,51.0,3093.3,No
CUST-04255,Female,1,Yes,No,54,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,45.15,2519.11,No
CUST-04256,Male,0,No,No,58,No,No phone service,Fiber optic,No,Yes,Two year,No,Electronic check,54.34,3195.03,No
CUST-04257,Female,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,One year,Yes,Electronic check,65.99,3717.39,No
CUST-04258,Female,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.2,1230.73,No
CUST-04259,Male,0,No,No,31,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,42.49,1339.44,No
CUST-04260,Female,0,No,Yes,52,Yes,Yes,DSL,No,Yes,Month-to-month,No,Credit card (automatic),47.15,2413.75,No
CUST-04261,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.93,108.61,No
CUST-04262,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),85.28,4682.4,Yes
CUST-04263,Male,1,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),105.61,2297.47,Yes
CUST-04264,Female,0,No,Yes,40,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,48.71,1926.57,No
CUST-04265,Male,0,No,Yes,1,No,No phone service,DSL,No,No,Two year,No,Mailed check,38.37,19.86,No
CUST-04266,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,57.88,3694.84,No
CUST-04267,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,109.44,6833.92,No
CUST-04268,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,20.99,1116.69,Yes
CUST-04269,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,87.79,3764.94,No
CUST-04270,Female,0,No,No,21,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),67.72,1457.84,Yes
CUST-04271,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,36.1,834.4,No
CUST-04272,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),52.1,2039.66,No
CUST-04273,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.5,354.06,Yes
CUST-04274,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,107.78,6659.53,Yes
CUST-04275,Male,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.19,3184.38,No
CUST-04276,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,No,One year,No,Bank transfer (automatic),76.31,1255.98,No
CUST-04277,Female,1,Yes,No,17,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,79.37,1389.84,No
CUST-04278,Male,0,No,Yes,13,No,No phone service,DSL,No,Yes,Two year,No,Bank transfer (automatic),83.96,1044.67,No
CUST-04279,Female,1,Yes,No,17,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),69.56,1287.04,No
CUST-04280,Female,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,21.79,782.87,No
CUST-04281,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.47,2467.3,No
CUST-04282,Male,0,Yes,No,6,No,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),38.39,291.76,No
CUST-04283,Male,0,No,Yes,35,No,No phone service,No,No internet service,No internet service,Two year,No,Credit card (automatic),88.01,3111.57,No
CUST-04284,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.67,440.41,Yes
CUST-04285,Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,76.38,4649.37,No
CUST-04286,Male,0,No,Yes,15,Yes,No,DSL,No,No,Month-to-month,No,Credit card (automatic),41.06,622.31,Yes
CUST-04287,Male,0,Yes,Yes,54,Yes,No,DSL,No,Yes,Month-to-month,No,Mailed check,114.88,6214.74,No
CUST-04288,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Two year,No,Mailed check,53.55,1475.36,No
CUST-04289,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Two year,No,Mailed check,52.52,591.81,No
CUST-04290,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.34,3477.23,No
CUST-04291,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,Two year,No,Mailed check,61.73,2203.46,No
CUST-04292,Male,1,No,No,60,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,116.29,6958.8,No
CUST-04293,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,22.42,232.5,No
CUST-04294,Female,1,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),50.63,3499.87,No
CUST-04295,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,86.62,5049.69,Yes
CUST-04296,Female,1,No,No,49,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),109.09,5422.96,No
CUST-04297,Male,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.64,1056.19,No
CUST-04298,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer (automatic),113.05,3920.43,No
CUST-04299,Male,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,79.41,2093.82,No
CUST-04300,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,Two year,No,Electronic check,100.1,4733.95,No
CUST-04301,Male,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),59.72,254.14,No
CUST-04302,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,41.22,879.72,Yes
CUST-04303,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Credit card (automatic),111.12,636.4,No
CUST-04304,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card (automatic),113.31,7922.38,No
CUST-04305,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,69.76,4178.8,No
CUST-04306,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,20.65,1303.26,Yes
CUST-04307,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),30.98,575.03,Yes
CUST-04308,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),77.3,306.51,Yes
CUST-04309,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),22.38,379.51,No
CUST-04310,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),59.69,828.19,No
CUST-04311,Female,0,No,Yes,13,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),50.34,602.61,Yes
CUST-04312,Female,1,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,91.43,667.27,No
CUST-04313,Male,0,No,Yes,44,Yes,Yes,DSL,Yes,No,Two year,Yes,Credit card (automatic),25.56,1156.35,No
CUST-04314,Female,0,No,Yes,15,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),68.87,1003.95,No
CUST-04315,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,77.91,1458.18,No
CUST-04316,Male,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.73,5194.64,No
CUST-04317,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.52,2105.01,No
CUST-04318,Male,0,No,Yes,35,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer (automatic),50.44,1770.03,No
CUST-04319,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,One year,Yes,Credit card (automatic),88.25,1632.67,No
CUST-04320,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),104.76,2092.03,Yes
CUST-04321,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Bank transfer (automatic),89.36,3083.79,No
CUST-04322,Male,0,No,No,32,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,113.21,3592.47,No
CUST-04323,Female,0,No,Yes,48,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,91.73,4364.83,No
CUST-04324,Female,1,Yes,No,44,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),96.46,4287.4,No
CUST-04325,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,36.79,816.48,No
CUST-04326,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,61.95,3792.28,No
CUST-04327,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),68.51,1153.51,Yes
CUST-04328,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,45.63,3309.54,No
CUST-04329,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.85,3681.47,No
CUST-04330,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,49.08,3128.2,No
CUST-04331,Female,1,No,No,32,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),88.75,2811.97,Yes
CUST-04332,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,67.03,2412.38,No
CUST-04333,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,65.88,828.4,No
CUST-04334,Female,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),118.36,8330.61,No
CUST-04335,Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.24,3444.42,No
CUST-04336,Female,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,56.23,777.55,No
CUST-04337,Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),51.86,1967.86,No
CUST-04338,Male,1,No,Yes,68,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.47,7385.09,No
CUST-04339,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),69.67,2773.52,No
CUST-04340,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,One year,No,Credit card (automatic),80.0,4732.4,No
CUST-04341,Male,1,Yes,Yes,16,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,38.08,602.21,No
CUST-04342,Male,0,Yes,No,62,Yes,No,DSL,Yes,No,One year,No,Electronic check,74.09,4438.35,No
CUST-04343,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,47.46,206.79,No
CUST-04344,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),93.06,4212.84,No
CUST-04345,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),103.25,2840.37,No
CUST-04346,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,91.48,5928.53,No
CUST-04347,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,93.02,2849.73,Yes
CUST-04348,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Two year,Yes,Credit card (automatic),71.25,203.58,No
CUST-04349,Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,One year,No,Mailed check,91.21,724.15,No
CUST-04350,Female,0,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,62.27,1396.12,No
CUST-04351,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,85.15,1287.41,Yes
CUST-04352,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,45.9,2025.14,No
CUST-04353,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),26.98,884.22,No
CUST-04354,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,61.35,2821.84,No
CUST-04355,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,66.18,4307.23,No
CUST-04356,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,45.64,409.07,No
CUST-04357,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,92.77,6539.98,No
CUST-04358,Female,0,Yes,No,57,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer (automatic),27.36,1598.98,No
CUST-04359,Male,0,No,No,30,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),42.27,1231.23,No
CUST-04360,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,94.86,1725.08,Yes
CUST-04361,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),63.71,4472.75,No
CUST-04362,Male,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),90.53,3577.32,No
CUST-04363,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,76.75,4558.89,No
CUST-04364,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,Yes,One year,Yes,Mailed check,115.07,4891.07,No
CUST-04365,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,One year,No,Credit card (automatic),79.78,3628.92,No
CUST-04366,Female,0,No,No,23,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),21.49,560.24,No
CUST-04367,Male,1,Yes,Yes,69,No,No phone service,Fiber optic,Yes,Yes,One year,Yes,Credit card (automatic),55.29,3836.5,No
CUST-04368,Male,0,No,Yes,6,Yes,No,DSL,No,Yes,Two year,No,Bank transfer (automatic),34.31,180.3,No
CUST-04369,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),112.46,6299.85,No
CUST-04370,Female,0,No,No,4,Yes,No,DSL,No,No,Two year,No,Credit card (automatic),30.4,143.22,No
CUST-04371,Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card (automatic),58.77,1347.23,No
CUST-04372,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.61,209.6,No
CUST-04373,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.67,3402.63,No
CUST-04374,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.86,1009.39,No
CUST-04375,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),119.19,1859.18,Yes
CUST-04376,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),23.86,845.84,No
CUST-04377,Male,1,No,Yes,6,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,32.83,254.78,No
CUST-04378,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Two year,No,Credit card (automatic),42.46,2703.89,No
CUST-04379,Female,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),101.11,6741.51,No
CUST-04380,Male,1,No,Yes,11,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,107.85,1088.24,Yes
CUST-04381,Male,1,Yes,No,43,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.15,1161.77,No
CUST-04382,Female,0,Yes,No,17,No,No phone service,Fiber optic,Yes,Yes,One year,No,Mailed check,23.25,413.43,No
CUST-04383,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.46,322.5,No
CUST-04384,Female,1,Yes,No,63,No,No phone service,Fiber optic,Yes,No,Month-to-month,No,Mailed check,33.34,2162.03,No
CUST-04385,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,33.3,2324.8,No
CUST-04386,Male,0,No,Yes,41,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.24,935.24,No
CUST-04387,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24.98,56.26,No
CUST-04388,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,Month-to-month,No,Electronic check,46.37,1470.74,Yes
CUST-04389,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.5,1891.18,No
CUST-04390,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.89,2024.04,No
CUST-04391,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),103.28,2237.21,No
CUST-04392,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.63,3393.33,No
CUST-04393,Male,0,No,Yes,22,No,No phone service,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),92.78,2004.92,No
CUST-04394,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29.39,309.15,Yes
CUST-04395,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Month-to-month,No,Credit card (automatic),85.94,233.49,No
CUST-04396,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,51.67,431.58,No
CUST-04397,Male,0,No,Yes,60,Yes,No,DSL,Yes,No,Two year,Yes,Electronic check,94.98,5691.92,No
CUST-04398,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card (automatic),33.63,472.82,No
CUST-04399,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),109.79,2030.57,No
CUST-04400,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),44.26,928.92,No
CUST-04401,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,One year,Yes,Mailed check,55.31,2660.53,No
CUST-04402,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.02,7899.01,No
CUST-04403,Male,0,Yes,Yes,47,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),77.85,3751.98,No
